,GEOID,NAME,STATE_NAME,climate
1151,29059,Dallas,Missouri,Mixed-Humid
1152,29061,Daviess,Missouri,Cold/Very cold
1153,29063,DeKalb,Missouri,Cold/Very cold
1154,29065,Dent,Missouri,Mixed-Humid
1155,29067,Douglas,Missouri,Mixed-Humid
1156,29069,Dunklin,Missouri,Mixed-Humid
1157,29071,Franklin,Missouri,Mixed-Humid
1158,29073,Gasconade,Missouri,Mixed-Humid
1159,29075,Gentry,Missouri,Cold/Very cold
1160,29077,Greene,Missouri,Mixed-Humid
1161,29079,Grundy,Missouri,Cold/Very cold
1162,29081,Harrison,Missouri,Cold/Very cold
1163,29083,Henry,Missouri,Mixed-Humid
1164,29085,Hickory,Missouri,Mixed-Humid
1165,29089,Howard,Missouri,Mixed-Humid
1166,29091,Howell,Missouri,Mixed-Humid
1167,29093,Iron,Missouri,Mixed-Humid
1168,29095,Jackson,Missouri,Mixed-Humid
1169,29097,Jasper,Missouri,Mixed-Humid
1170,29099,Jefferson,Missouri,Mixed-Humid
1171,29101,Johnson,Missouri,Mixed-Humid
1172,29105,Laclede,Missouri,Mixed-Humid
1173,29107,Lafayette,Missouri,Mixed-Humid
1174,29109,Lawrence,Missouri,Mixed-Humid
1175,29111,Lewis,Missouri,Cold/Very cold
1176,29113,Lincoln,Missouri,Mixed-Humid
1177,29115,Linn,Missouri,Cold/Very cold
1178,29117,Livingston,Missouri,Cold/Very cold
1179,29119,McDonald,Missouri,Mixed-Humid
1180,29121,Macon,Missouri,Cold/Very cold
1181,29123,Madison,Missouri,Mixed-Humid
1182,29125,Maries,Missouri,Mixed-Humid
1183,29127,Marion,Missouri,Cold/Very cold
1184,29131,Miller,Missouri,Mixed-Humid
1185,29133,Mississippi,Missouri,Mixed-Humid
1186,29135,Moniteau,Missouri,Mixed-Humid
1187,29137,Monroe,Missouri,Mixed-Humid
1188,29139,Montgomery,Missouri,Mixed-Humid
1189,29141,Morgan,Missouri,Mixed-Humid
1190,29143,New Madrid,Missouri,Mixed-Humid
1191,29145,Newton,Missouri,Mixed-Humid
1192,29147,Nodaway,Missouri,Cold/Very cold
1193,29149,Oregon,Missouri,Mixed-Humid
1194,29151,Osage,Missouri,Mixed-Humid
1195,29155,Pemiscot,Missouri,Mixed-Humid
1196,29157,Perry,Missouri,Mixed-Humid
1197,29159,Pettis,Missouri,Mixed-Humid
1198,29161,Phelps,Missouri,Mixed-Humid
1199,29163,Pike,Missouri,Cold/Very cold
1200,29165,Platte,Missouri,Mixed-Humid
1201,29167,Polk,Missouri,Mixed-Humid
1202,29169,Pulaski,Missouri,Mixed-Humid
1203,29173,Ralls,Missouri,Cold/Very cold
1204,29175,Randolph,Missouri,Mixed-Humid
1205,29177,Ray,Missouri,Mixed-Humid
1206,29181,Ripley,Missouri,Mixed-Humid
1207,29183,St. Charles,Missouri,Mixed-Humid
1208,29185,St. Clair,Missouri,Mixed-Humid
1209,29186,Ste. Genevieve,Missouri,Mixed-Humid
1210,29187,St. Francois,Missouri,Mixed-Humid
1211,29189,St. Louis County,Missouri,Mixed-Humid
1212,29195,Saline,Missouri,Mixed-Humid
1213,29201,Scott,Missouri,Mixed-Humid
1214,29207,Stoddard,Missouri,Mixed-Humid
1215,29209,Stone,Missouri,Mixed-Humid
1216,29211,Sullivan,Missouri,Cold/Very cold
1217,29213,Taney,Missouri,Mixed-Humid
1218,29215,Texas,Missouri,Mixed-Humid
1219,29217,Vernon,Missouri,Mixed-Humid
1220,29219,Warren,Missouri,Mixed-Humid
1221,29221,Washington,Missouri,Mixed-Humid
1222,29223,Wayne,Missouri,Mixed-Humid
1223,29225,Webster,Missouri,Mixed-Humid
1224,29229,Wright,Missouri,Mixed-Humid
1225,29510,St. Louis city,Missouri,Mixed-Humid
1226,30001,Beaverhead,Montana,Cold/Very cold
1227,30003,Big Horn,Montana,Cold/Very cold
1228,30005,Blaine,Montana,Cold/Very cold
1229,30009,Carbon,Montana,Cold/Very cold
1230,30013,Cascade,Montana,Cold/Very cold
1231,30017,Custer,Montana,Cold/Very cold
1232,30021,Dawson,Montana,Cold/Very cold
1233,30023,Deer Lodge,Montana,Cold/Very cold
1234,30027,Fergus,Montana,Cold/Very cold
1235,30029,Flathead,Montana,Cold/Very cold
1236,30031,Gallatin,Montana,Cold/Very cold
1237,30035,Glacier,Montana,Cold/Very cold
1238,30041,Hill,Montana,Cold/Very cold
1239,30043,Jefferson,Montana,Cold/Very cold
1240,30047,Lake,Montana,Cold/Very cold
1241,30049,Lewis and Clark,Montana,Cold/Very cold
1242,30053,Lincoln,Montana,Cold/Very cold
1243,30057,Madison,Montana,Cold/Very cold
1244,30063,Missoula,Montana,Cold/Very cold
1245,30067,Park,Montana,Cold/Very cold
1246,30071,Phillips,Montana,Cold/Very cold
1247,30077,Powell,Montana,Cold/Very cold
1248,30081,Ravalli,Montana,Cold/Very cold
1249,30083,Richland,Montana,Cold/Very cold
1250,30085,Roosevelt,Montana,Cold/Very cold
1251,30087,Rosebud,Montana,Cold/Very cold
1252,30089,Sanders,Montana,Cold/Very cold
1253,30093,Silver Bow,Montana,Cold/Very cold
1254,30095,Stillwater,Montana,Cold/Very cold
1255,30101,Toole,Montana,Cold/Very cold
1256,30105,Valley,Montana,Cold/Very cold
1257,30111,Yellowstone,Montana,Cold/Very cold
1258,31001,Adams,Nebraska,Cold/Very cold
1259,31003,Antelope,Nebraska,Cold/Very cold
1260,31011,Boone,Nebraska,Cold/Very cold
1261,31013,Box Butte,Nebraska,Cold/Very cold
1262,31019,Buffalo,Nebraska,Cold/Very cold
1263,31021,Burt,Nebraska,Cold/Very cold
1264,31023,Butler,Nebraska,Cold/Very cold
1265,31025,Cass,Nebraska,Cold/Very cold
1266,31027,Cedar,Nebraska,Cold/Very cold
1267,31033,Cheyenne,Nebraska,Cold/Very cold
1268,31035,Clay,Nebraska,Cold/Very cold
1269,31037,Colfax,Nebraska,Cold/Very cold
1270,31039,Cuming,Nebraska,Cold/Very cold
1271,31041,Custer,Nebraska,Cold/Very cold
1272,31043,Dakota,Nebraska,Cold/Very cold
1273,31045,Dawes,Nebraska,Cold/Very cold
1274,31047,Dawson,Nebraska,Cold/Very cold
1275,31051,Dixon,Nebraska,Cold/Very cold
1276,31053,Dodge,Nebraska,Cold/Very cold
1277,31055,Douglas,Nebraska,Cold/Very cold
1278,31059,Fillmore,Nebraska,Cold/Very cold
1279,31067,Gage,Nebraska,Cold/Very cold
1280,31079,Hall,Nebraska,Cold/Very cold
1281,31081,Hamilton,Nebraska,Cold/Very cold
1282,31089,Holt,Nebraska,Cold/Very cold
1283,31093,Howard,Nebraska,Cold/Very cold
1284,31095,Jefferson,Nebraska,Cold/Very cold
1285,31097,Johnson,Nebraska,Cold/Very cold
1286,31099,Kearney,Nebraska,Cold/Very cold
1287,31101,Keith,Nebraska,Cold/Very cold
1288,31107,Knox,Nebraska,Cold/Very cold
1289,31109,Lancaster,Nebraska,Cold/Very cold
1290,31111,Lincoln,Nebraska,Cold/Very cold
1291,31119,Madison,Nebraska,Cold/Very cold
1292,31121,Merrick,Nebraska,Cold/Very cold
1293,31123,Morrill,Nebraska,Cold/Very cold
1294,31127,Nemaha,Nebraska,Cold/Very cold
1295,31131,Otoe,Nebraska,Cold/Very cold
1296,31137,Phelps,Nebraska,Cold/Very cold
1297,31139,Pierce,Nebraska,Cold/Very cold
1298,31141,Platte,Nebraska,Cold/Very cold
1299,31145,Red Willow,Nebraska,Cold/Very cold
1300,31147,Richardson,Nebraska,Cold/Very cold
1301,31151,Saline,Nebraska,Cold/Very cold
1302,31153,Sarpy,Nebraska,Cold/Very cold
1303,31155,Saunders,Nebraska,Cold/Very cold
1304,31157,Scotts Bluff,Nebraska,Cold/Very cold
1305,31159,Seward,Nebraska,Cold/Very cold
1306,31173,Thurston,Nebraska,Cold/Very cold
1307,31177,Washington,Nebraska,Cold/Very cold
1308,31179,Wayne,Nebraska,Cold/Very cold
1309,31185,York,Nebraska,Cold/Very cold
1310,32001,Churchill,Nevada,Cold/Very cold
1311,32003,Clark,Nevada,Hot-Dry/Mixed-Dry
1312,32005,Douglas,Nevada,Cold/Very cold
1313,32007,Elko,Nevada,Cold/Very cold
1314,32013,Humboldt,Nevada,Cold/Very cold
1315,32019,Lyon,Nevada,Cold/Very cold
1316,32023,Nye,Nevada,Cold/Very cold
1317,32027,Pershing,Nevada,Cold/Very cold
1318,32031,Washoe,Nevada,Cold/Very cold
1319,32033,White Pine,Nevada,Cold/Very cold
1320,32510,Carson City,Nevada,Cold/Very cold
1321,33001,Belknap,New Hampshire,Cold/Very cold
1322,33003,Carroll,New Hampshire,Cold/Very cold
1323,33005,Cheshire,New Hampshire,Cold/Very cold
1324,33007,Coos,New Hampshire,Cold/Very cold
1325,33009,Grafton,New Hampshire,Cold/Very cold
1326,33011,Hillsborough,New Hampshire,Cold/Very cold
1327,33013,Merrimack,New Hampshire,Cold/Very cold
1328,33015,Rockingham,New Hampshire,Cold/Very cold
1329,33017,Strafford,New Hampshire,Cold/Very cold
1330,33019,Sullivan,New Hampshire,Cold/Very cold
1331,34001,Atlantic,New Jersey,Mixed-Humid
1332,34003,Bergen,New Jersey,Cold/Very cold
1333,34005,Burlington,New Jersey,Mixed-Humid
1334,34007,Camden,New Jersey,Mixed-Humid
1335,34009,Cape May,New Jersey,Mixed-Humid
1336,34011,Cumberland,New Jersey,Mixed-Humid
1337,34013,Essex,New Jersey,Mixed-Humid
1338,34015,Gloucester,New Jersey,Mixed-Humid
1339,34017,Hudson,New Jersey,Mixed-Humid
1340,34019,Hunterdon,New Jersey,Cold/Very cold
1341,34021,Mercer,New Jersey,Cold/Very cold
1342,34023,Middlesex,New Jersey,Mixed-Humid
1343,34025,Monmouth,New Jersey,Mixed-Humid
1344,34027,Morris,New Jersey,Cold/Very cold
1345,34029,Ocean,New Jersey,Mixed-Humid
1346,34031,Passaic,New Jersey,Cold/Very cold
1347,34033,Salem,New Jersey,Mixed-Humid
1348,34035,Somerset,New Jersey,Cold/Very cold
1349,34037,Sussex,New Jersey,Cold/Very cold
1350,34039,Union,New Jersey,Mixed-Humid
1351,34041,Warren,New Jersey,Cold/Very cold
1352,35001,Bernalillo,New Mexico,Hot-Dry/Mixed-Dry
1353,35005,Chaves,New Mexico,Hot-Dry/Mixed-Dry
1354,35006,Cibola,New Mexico,Cold/Very cold
1355,35007,Colfax,New Mexico,Cold/Very cold
1356,35009,Curry,New Mexico,Hot-Dry/Mixed-Dry
1357,35013,Do̱a Ana,New Mexico,Hot-Dry/Mixed-Dry
1358,35015,Eddy,New Mexico,Hot-Dry/Mixed-Dry
1359,35017,Grant,New Mexico,Hot-Dry/Mixed-Dry
1360,35025,Lea,New Mexico,Hot-Dry/Mixed-Dry
1361,35027,Lincoln,New Mexico,Hot-Dry/Mixed-Dry
1362,35029,Luna,New Mexico,Hot-Dry/Mixed-Dry
1363,35031,McKinley,New Mexico,Cold/Very cold
1364,35035,Otero,New Mexico,Hot-Dry/Mixed-Dry
1365,35039,Rio Arriba,New Mexico,Cold/Very cold
1366,35041,Roosevelt,New Mexico,Hot-Dry/Mixed-Dry
1367,35043,Sandoval,New Mexico,Cold/Very cold
1368,35045,San Juan,New Mexico,Cold/Very cold
1369,35047,San Miguel,New Mexico,Cold/Very cold
1370,35049,Santa Fe,New Mexico,Cold/Very cold
1371,35051,Sierra,New Mexico,Hot-Dry/Mixed-Dry
1372,35053,Socorro,New Mexico,Hot-Dry/Mixed-Dry
1373,35055,Taos,New Mexico,Cold/Very cold
1374,35057,Torrance,New Mexico,Cold/Very cold
1375,35061,Valencia,New Mexico,Hot-Dry/Mixed-Dry
1376,36001,Albany,New York,Cold/Very cold
1377,36003,Allegany,New York,Cold/Very cold
1378,36005,Bronx,New York,Mixed-Humid
1379,36007,Broome,New York,Cold/Very cold
1380,36009,Cattaraugus,New York,Cold/Very cold
1381,36011,Cayuga,New York,Cold/Very cold
1382,36013,Chautauqua,New York,Cold/Very cold
1383,36015,Chemung,New York,Cold/Very cold
1384,36017,Chenango,New York,Cold/Very cold
1385,36019,Clinton,New York,Cold/Very cold
1386,36021,Columbia,New York,Cold/Very cold
1387,36023,Cortland,New York,Cold/Very cold
1388,36025,Delaware,New York,Cold/Very cold
1389,36027,Dutchess,New York,Cold/Very cold
1390,36029,Erie,New York,Cold/Very cold
1391,36031,Essex,New York,Cold/Very cold
1392,36033,Franklin,New York,Cold/Very cold
1393,36035,Fulton,New York,Cold/Very cold
1394,36037,Genesee,New York,Cold/Very cold
1395,36039,Greene,New York,Cold/Very cold
1396,36043,Herkimer,New York,Cold/Very cold
1397,36045,Jefferson,New York,Cold/Very cold
1398,36047,Kings,New York,Mixed-Humid
1399,36049,Lewis,New York,Cold/Very cold
1400,36051,Livingston,New York,Cold/Very cold
1401,36053,Madison,New York,Cold/Very cold
1402,36055,Monroe,New York,Cold/Very cold
1403,36057,Montgomery,New York,Cold/Very cold
1404,36059,Nassau,New York,Mixed-Humid
1405,36061,New York,New York,Mixed-Humid
1406,36063,Niagara,New York,Cold/Very cold
1407,36065,Oneida,New York,Cold/Very cold
1408,36067,Onondaga,New York,Cold/Very cold
1409,36069,Ontario,New York,Cold/Very cold
1410,36071,Orange,New York,Cold/Very cold
1411,36073,Orleans,New York,Cold/Very cold
1412,36075,Oswego,New York,Cold/Very cold
1413,36077,Otsego,New York,Cold/Very cold
1414,36079,Putnam,New York,Cold/Very cold
1415,36081,Queens,New York,Mixed-Humid
1416,36083,Rensselaer,New York,Cold/Very cold
1417,36085,Richmond,New York,Mixed-Humid
1418,36087,Rockland,New York,Cold/Very cold
1419,36089,St. Lawrence,New York,Cold/Very cold
1420,36091,Saratoga,New York,Cold/Very cold
1421,36093,Schenectady,New York,Cold/Very cold
1422,36095,Schoharie,New York,Cold/Very cold
1423,36097,Schuyler,New York,Cold/Very cold
1424,36099,Seneca,New York,Cold/Very cold
1425,36101,Steuben,New York,Cold/Very cold
1426,36103,Suffolk,New York,Mixed-Humid
1427,36105,Sullivan,New York,Cold/Very cold
1428,36107,Tioga,New York,Cold/Very cold
1429,36109,Tompkins,New York,Cold/Very cold
1430,36111,Ulster,New York,Cold/Very cold
1431,36113,Warren,New York,Cold/Very cold
1432,36115,Washington,New York,Cold/Very cold
1433,36117,Wayne,New York,Cold/Very cold
1434,36119,Westchester,New York,Mixed-Humid
1435,36121,Wyoming,New York,Cold/Very cold
1436,36123,Yates,New York,Cold/Very cold
1437,37001,Alamance,North Carolina,Mixed-Humid
1438,37003,Alexander,North Carolina,Mixed-Humid
1439,37005,Alleghany,North Carolina,Cold/Very cold
1440,37007,Anson,North Carolina,Mixed-Humid
1441,37009,Ashe,North Carolina,Cold/Very cold
1442,37011,Avery,North Carolina,Cold/Very cold
1443,37013,Beaufort,North Carolina,Mixed-Humid
1444,37015,Bertie,North Carolina,Mixed-Humid
1445,37017,Bladen,North Carolina,Mixed-Humid
1446,37019,Brunswick,North Carolina,Hot-Humid
1447,37021,Buncombe,North Carolina,Mixed-Humid
1448,37023,Burke,North Carolina,Mixed-Humid
1449,37025,Cabarrus,North Carolina,Mixed-Humid
1450,37027,Caldwell,North Carolina,Mixed-Humid
1451,37031,Carteret,North Carolina,Hot-Humid
1452,37033,Caswell,North Carolina,Mixed-Humid
1453,37035,Catawba,North Carolina,Mixed-Humid
1454,37037,Chatham,North Carolina,Mixed-Humid
1455,37039,Cherokee,North Carolina,Mixed-Humid
1456,37041,Chowan,North Carolina,Mixed-Humid
1457,37045,Cleveland,North Carolina,Mixed-Humid
1458,37047,Columbus,North Carolina,Hot-Humid
1459,37049,Craven,North Carolina,Mixed-Humid
1460,37051,Cumberland,North Carolina,Mixed-Humid
1461,37053,Currituck,North Carolina,Mixed-Humid
1462,37055,Dare,North Carolina,Mixed-Humid
1463,37057,Davidson,North Carolina,Mixed-Humid
1464,37059,Davie,North Carolina,Mixed-Humid
1465,37061,Duplin,North Carolina,Mixed-Humid
1466,37063,Durham,North Carolina,Mixed-Humid
1467,37065,Edgecombe,North Carolina,Mixed-Humid
1468,37067,Forsyth,North Carolina,Mixed-Humid
1469,37069,Franklin,North Carolina,Mixed-Humid
1470,37071,Gaston,North Carolina,Mixed-Humid
1471,37077,Granville,North Carolina,Mixed-Humid
1472,37079,Greene,North Carolina,Mixed-Humid
1473,37081,Guilford,North Carolina,Mixed-Humid
1474,37083,Halifax,North Carolina,Mixed-Humid
1475,37085,Harnett,North Carolina,Mixed-Humid
1476,37087,Haywood,North Carolina,Mixed-Humid
1477,37089,Henderson,North Carolina,Mixed-Humid
1478,37091,Hertford,North Carolina,Mixed-Humid
1479,37093,Hoke,North Carolina,Mixed-Humid
1480,37097,Iredell,North Carolina,Mixed-Humid
1481,37099,Jackson,North Carolina,Mixed-Humid
1482,37101,Johnston,North Carolina,Mixed-Humid
1483,37103,Jones,North Carolina,Mixed-Humid
1484,37105,Lee,North Carolina,Mixed-Humid
1485,37107,Lenoir,North Carolina,Mixed-Humid
1486,37109,Lincoln,North Carolina,Mixed-Humid
1487,37111,McDowell,North Carolina,Mixed-Humid
1488,37113,Macon,North Carolina,Mixed-Humid
1489,37115,Madison,North Carolina,Mixed-Humid
1490,37117,Martin,North Carolina,Mixed-Humid
1491,37119,Mecklenburg,North Carolina,Mixed-Humid
1492,37121,Mitchell,North Carolina,Cold/Very cold
1493,37123,Montgomery,North Carolina,Mixed-Humid
1494,37125,Moore,North Carolina,Mixed-Humid
1495,37127,Nash,North Carolina,Mixed-Humid
1496,37129,New Hanover,North Carolina,Hot-Humid
1497,37131,Northampton,North Carolina,Mixed-Humid
1498,37133,Onslow,North Carolina,Hot-Humid
1499,37135,Orange,North Carolina,Mixed-Humid
1500,37137,Pamlico,North Carolina,Mixed-Humid
1501,37139,Pasquotank,North Carolina,Mixed-Humid
1502,37141,Pender,North Carolina,Hot-Humid
1503,37143,Perquimans,North Carolina,Mixed-Humid
1504,37145,Person,North Carolina,Mixed-Humid
1505,37147,Pitt,North Carolina,Mixed-Humid
1506,37149,Polk,North Carolina,Mixed-Humid
1507,37151,Randolph,North Carolina,Mixed-Humid
1508,37153,Richmond,North Carolina,Mixed-Humid
1509,37155,Robeson,North Carolina,Mixed-Humid
1510,37157,Rockingham,North Carolina,Mixed-Humid
1511,37159,Rowan,North Carolina,Mixed-Humid
1512,37161,Rutherford,North Carolina,Mixed-Humid
1513,37163,Sampson,North Carolina,Mixed-Humid
1514,37165,Scotland,North Carolina,Mixed-Humid
1515,37167,Stanly,North Carolina,Mixed-Humid
1516,37169,Stokes,North Carolina,Mixed-Humid
1517,37171,Surry,North Carolina,Mixed-Humid
1518,37173,Swain,North Carolina,Mixed-Humid
1519,37175,Transylvania,North Carolina,Mixed-Humid
1520,37179,Union,North Carolina,Mixed-Humid
1521,37181,Vance,North Carolina,Mixed-Humid
1522,37183,Wake,North Carolina,Mixed-Humid
1523,37185,Warren,North Carolina,Mixed-Humid
1524,37187,Washington,North Carolina,Mixed-Humid
1525,37189,Watauga,North Carolina,Cold/Very cold
1526,37191,Wayne,North Carolina,Mixed-Humid
1527,37193,Wilkes,North Carolina,Mixed-Humid
1528,37195,Wilson,North Carolina,Mixed-Humid
1529,37197,Yadkin,North Carolina,Mixed-Humid
1530,37199,Yancey,North Carolina,Cold/Very cold
1531,38003,Barnes,North Dakota,Cold/Very cold
1532,38005,Benson,North Dakota,Cold/Very cold
1533,38009,Bottineau,North Dakota,Cold/Very cold
1534,38015,Burleigh,North Dakota,Cold/Very cold
1535,38017,Cass,North Dakota,Cold/Very cold
1536,38019,Cavalier,North Dakota,Cold/Very cold
1537,38021,Dickey,North Dakota,Cold/Very cold
1538,38027,Eddy,North Dakota,Cold/Very cold
1539,38031,Foster,North Dakota,Cold/Very cold
1540,38035,Grand Forks,North Dakota,Cold/Very cold
1541,38045,LaMoure,North Dakota,Cold/Very cold
1542,38049,McHenry,North Dakota,Cold/Very cold
1543,38053,McKenzie,North Dakota,Cold/Very cold
1544,38055,McLean,North Dakota,Cold/Very cold
1545,38057,Mercer,North Dakota,Cold/Very cold
1546,38059,Morton,North Dakota,Cold/Very cold
1547,38061,Mountrail,North Dakota,Cold/Very cold
1548,38063,Nelson,North Dakota,Cold/Very cold
1549,38067,Pembina,North Dakota,Cold/Very cold
1550,38069,Pierce,North Dakota,Cold/Very cold
1551,38071,Ramsey,North Dakota,Cold/Very cold
1552,38073,Ransom,North Dakota,Cold/Very cold
1553,38077,Richland,North Dakota,Cold/Very cold
1554,38079,Rolette,North Dakota,Cold/Very cold
1555,38081,Sargent,North Dakota,Cold/Very cold
1556,38085,Sioux,North Dakota,Cold/Very cold
1557,38089,Stark,North Dakota,Cold/Very cold
1558,38093,Stutsman,North Dakota,Cold/Very cold
1559,38097,Traill,North Dakota,Cold/Very cold
1560,38099,Walsh,North Dakota,Cold/Very cold
1561,38101,Ward,North Dakota,Cold/Very cold
1562,38103,Wells,North Dakota,Cold/Very cold
1563,38105,Williams,North Dakota,Cold/Very cold
1564,39001,Adams,Ohio,Mixed-Humid
1565,39003,Allen,Ohio,Cold/Very cold
1566,39005,Ashland,Ohio,Cold/Very cold
1567,39007,Ashtabula,Ohio,Cold/Very cold
1568,39009,Athens,Ohio,Cold/Very cold
1569,39011,Auglaize,Ohio,Cold/Very cold
1570,39013,Belmont,Ohio,Cold/Very cold
1571,39015,Brown,Ohio,Mixed-Humid
1572,39017,Butler,Ohio,Cold/Very cold
1573,39019,Carroll,Ohio,Cold/Very cold
1574,39021,Champaign,Ohio,Cold/Very cold
1575,39023,Clark,Ohio,Cold/Very cold
1576,39025,Clermont,Ohio,Mixed-Humid
1577,39027,Clinton,Ohio,Cold/Very cold
1578,39029,Columbiana,Ohio,Cold/Very cold
1579,39031,Coshocton,Ohio,Cold/Very cold
1580,39033,Crawford,Ohio,Cold/Very cold
1581,39035,Cuyahoga,Ohio,Cold/Very cold
1582,39037,Darke,Ohio,Cold/Very cold
1583,39039,Defiance,Ohio,Cold/Very cold
1584,39041,Delaware,Ohio,Cold/Very cold
1585,39043,Erie,Ohio,Cold/Very cold
1586,39045,Fairfield,Ohio,Cold/Very cold
1587,39047,Fayette,Ohio,Cold/Very cold
1588,39049,Franklin,Ohio,Cold/Very cold
1589,39051,Fulton,Ohio,Cold/Very cold
1590,39053,Gallia,Ohio,Mixed-Humid
1591,39055,Geauga,Ohio,Cold/Very cold
1592,39057,Greene,Ohio,Cold/Very cold
1593,39059,Guernsey,Ohio,Cold/Very cold
1594,39061,Hamilton,Ohio,Mixed-Humid
1595,39063,Hancock,Ohio,Cold/Very cold
1596,39065,Hardin,Ohio,Cold/Very cold
1597,39067,Harrison,Ohio,Cold/Very cold
1598,39069,Henry,Ohio,Cold/Very cold
1599,39071,Highland,Ohio,Cold/Very cold
1600,39073,Hocking,Ohio,Cold/Very cold
1601,39075,Holmes,Ohio,Cold/Very cold
1602,39077,Huron,Ohio,Cold/Very cold
1603,39079,Jackson,Ohio,Cold/Very cold
1604,39081,Jefferson,Ohio,Cold/Very cold
1605,39083,Knox,Ohio,Cold/Very cold
1606,39085,Lake,Ohio,Cold/Very cold
1607,39087,Lawrence,Ohio,Mixed-Humid
1608,39089,Licking,Ohio,Cold/Very cold
1609,39091,Logan,Ohio,Cold/Very cold
1610,39093,Lorain,Ohio,Cold/Very cold
1611,39095,Lucas,Ohio,Cold/Very cold
1612,39097,Madison,Ohio,Cold/Very cold
1613,39099,Mahoning,Ohio,Cold/Very cold
1614,39101,Marion,Ohio,Cold/Very cold
1615,39103,Medina,Ohio,Cold/Very cold
1616,39105,Meigs,Ohio,Cold/Very cold
1617,39107,Mercer,Ohio,Cold/Very cold
1618,39109,Miami,Ohio,Cold/Very cold
1619,39111,Monroe,Ohio,Cold/Very cold
1620,39113,Montgomery,Ohio,Cold/Very cold
1621,39115,Morgan,Ohio,Cold/Very cold
1622,39117,Morrow,Ohio,Cold/Very cold
1623,39119,Muskingum,Ohio,Cold/Very cold
1624,39121,Noble,Ohio,Cold/Very cold
1625,39123,Ottawa,Ohio,Cold/Very cold
1626,39125,Paulding,Ohio,Cold/Very cold
1627,39127,Perry,Ohio,Cold/Very cold
1628,39129,Pickaway,Ohio,Cold/Very cold
1629,39131,Pike,Ohio,Mixed-Humid
1630,39133,Portage,Ohio,Cold/Very cold
1631,39135,Preble,Ohio,Cold/Very cold
1632,39137,Putnam,Ohio,Cold/Very cold
1633,39139,Richland,Ohio,Cold/Very cold
1634,39141,Ross,Ohio,Cold/Very cold
1635,39143,Sandusky,Ohio,Cold/Very cold
1636,39145,Scioto,Ohio,Mixed-Humid
1637,39147,Seneca,Ohio,Cold/Very cold
1638,39149,Shelby,Ohio,Cold/Very cold
1639,39151,Stark,Ohio,Cold/Very cold
1640,39153,Summit,Ohio,Cold/Very cold
1641,39155,Trumbull,Ohio,Cold/Very cold
1642,39157,Tuscarawas,Ohio,Cold/Very cold
1643,39159,Union,Ohio,Cold/Very cold
1644,39161,Van Wert,Ohio,Cold/Very cold
1645,39163,Vinton,Ohio,Cold/Very cold
1646,39165,Warren,Ohio,Cold/Very cold
1647,39167,Washington,Ohio,Mixed-Humid
1648,39169,Wayne,Ohio,Cold/Very cold
1649,39171,Williams,Ohio,Cold/Very cold
1650,39173,Wood,Ohio,Cold/Very cold
1651,39175,Wyandot,Ohio,Cold/Very cold
1652,40001,Adair,Oklahoma,Mixed-Humid
1653,40003,Alfalfa,Oklahoma,Mixed-Humid
1654,40005,Atoka,Oklahoma,Mixed-Humid
1655,40009,Beckham,Oklahoma,Mixed-Humid
1656,4001,Apache,Arizona,Cold/Very cold
1657,40011,Blaine,Oklahoma,Mixed-Humid
1658,40013,Bryan,Oklahoma,Mixed-Humid
1659,40015,Caddo,Oklahoma,Mixed-Humid
1660,40017,Canadian,Oklahoma,Mixed-Humid
1661,40019,Carter,Oklahoma,Mixed-Humid
1662,40021,Cherokee,Oklahoma,Mixed-Humid
1663,40023,Choctaw,Oklahoma,Mixed-Humid
1664,40027,Cleveland,Oklahoma,Mixed-Humid
1665,40029,Coal,Oklahoma,Mixed-Humid
1666,4003,Cochise,Arizona,Hot-Dry/Mixed-Dry
1667,40031,Comanche,Oklahoma,Mixed-Humid
1668,40033,Cotton,Oklahoma,Mixed-Humid
1669,40035,Craig,Oklahoma,Mixed-Humid
1670,40037,Creek,Oklahoma,Mixed-Humid
1671,40039,Custer,Oklahoma,Mixed-Humid
1672,40041,Delaware,Oklahoma,Mixed-Humid
1673,40043,Dewey,Oklahoma,Mixed-Humid
1674,40047,Garfield,Oklahoma,Mixed-Humid
1675,40049,Garvin,Oklahoma,Mixed-Humid
1676,4005,Coconino,Arizona,Cold/Very cold
1677,40051,Grady,Oklahoma,Mixed-Humid
1678,40061,Haskell,Oklahoma,Mixed-Humid
1679,40063,Hughes,Oklahoma,Mixed-Humid
1680,40065,Jackson,Oklahoma,Mixed-Humid
1681,40067,Jefferson,Oklahoma,Mixed-Humid
1682,40069,Johnston,Oklahoma,Mixed-Humid
1683,4007,Gila,Arizona,Hot-Dry/Mixed-Dry
1684,40071,Kay,Oklahoma,Mixed-Humid
1685,40073,Kingfisher,Oklahoma,Mixed-Humid
1686,40075,Kiowa,Oklahoma,Mixed-Humid
1687,40077,Latimer,Oklahoma,Mixed-Humid
1688,40079,Le Flore,Oklahoma,Mixed-Humid
1689,40081,Lincoln,Oklahoma,Mixed-Humid
1690,40083,Logan,Oklahoma,Mixed-Humid
1691,40085,Love,Oklahoma,Mixed-Humid
1692,40087,McClain,Oklahoma,Mixed-Humid
1693,40089,McCurtain,Oklahoma,Mixed-Humid
1694,4009,Graham,Arizona,Hot-Dry/Mixed-Dry
1695,40091,McIntosh,Oklahoma,Mixed-Humid
1696,40093,Major,Oklahoma,Mixed-Humid
