"","fipscode","county","obesity_rate","smoke_rate"
"1193",22119,"Webster Parish",0.329,0.22964288
"1194",22121,"West Baton Rouge Parish",0.379,0.20022154
"1195",22123,"West Carroll Parish",0.468,0.212779787
"1196",22125,"West Feliciana Parish",0.218,0.218983671
"1197",22127,"Winn Parish",0.373,0.229273381
"1198",23000,"Maine",0.299,0.173034283
"1199",23001,"Androscoggin County",0.339,0.164492062
"1200",23003,"Aroostook County",0.359,0.185927215
"1201",23005,"Cumberland County",0.233,0.113915224
"1202",23007,"Franklin County",0.341,0.161973564
"1203",23009,"Hancock County",0.249,0.143947347
"1204",23011,"Kennebec County",0.335,0.164631073
"1205",23013,"Knox County",0.272,0.136976464
"1206",23015,"Lincoln County",0.245,0.145245887
"1207",23017,"Oxford County",0.332,0.180309235
"1208",23019,"Penobscot County",0.337,0.168580763
"1209",23021,"Piscataquis County",0.366,0.189008718
"1210",23023,"Sagadahoc County",0.251,0.135909219
"1211",23025,"Somerset County",0.339,0.190945034
"1212",23027,"Waldo County",0.307,0.175107616
"1213",23029,"Washington County",0.326,0.182297896
"1214",23031,"York County",0.302,0.140369137
"1215",24000,"Maryland",0.31,0.138475252
"1216",24001,"Allegany County",0.369,0.160517106
"1217",24003,"Anne Arundel County",0.294,0.136754212
"1218",24005,"Baltimore County",0.309,0.132778303
"1219",24009,"Calvert County",0.323,0.144829161
"1220",24011,"Caroline County",0.402,0.186024251
"1221",24013,"Carroll County",0.33,0.126301027
"1222",24015,"Cecil County",0.326,0.169159394
"1223",24017,"Charles County",0.362,0.141602478
"1224",24019,"Dorchester County",0.394,0.181566264
"1225",24021,"Frederick County",0.291,0.116130523
"1226",24023,"Garrett County",0.372,0.153643465
"1227",24025,"Harford County",0.323,0.146099377
"1228",24027,"Howard County",0.253,0.090191011
"1229",24029,"Kent County",0.297,0.130183119
"1230",24031,"Montgomery County",0.212,0.081757134
"1231",24033,"Prince George's County",0.373,0.119791229
"1232",24035,"Queen Anne's County",0.292,0.119817895
"1233",24037,"St. Mary's County",0.364,0.15013895
"1234",24039,"Somerset County",0.444,0.197601601
"1235",24041,"Talbot County",0.284,0.128153098
"1236",24043,"Washington County",0.363,0.154640232
"1237",24045,"Wicomico County",0.361,0.153089554
"1238",24047,"Worcester County",0.347,0.137538664
"1239",24510,"Baltimore city",0.349,0.202625953
"1240",25000,"Massachusetts",0.247,0.136676186
"1241",25001,"Barnstable County",0.214,0.118539063
"1242",25003,"Berkshire County",0.257,0.137829541
"1243",25005,"Bristol County",0.291,0.150132128
"1244",25007,"Dukes County",0.268,0.120185292
"1245",25009,"Essex County",0.248,0.117400648
"1246",25011,"Franklin County",0.288,0.136111801
"1247",25013,"Hampden County",0.312,0.154405253
"1248",25015,"Hampshire County",0.204,0.133861569
"1249",25017,"Middlesex County",0.221,0.099544431
"1250",25019,"Nantucket County",0.249,0.139487584
"1251",25021,"Norfolk County",0.232,0.122389803
"1252",25023,"Plymouth County",0.282,0.145124573
"1253",25025,"Suffolk County",0.212,0.144754109
"1254",25027,"Worcester County",0.27,0.138047476
"1255",26000,"Michigan",0.32,0.193048497
"1256",26001,"Alcona County",0.349,0.160500881
"1257",26003,"Alger County",0.258,0.176089339
"1258",26005,"Allegan County",0.335,0.162739223
"1259",26007,"Alpena County",0.336,0.173569434
"1260",26009,"Antrim County",0.319,0.16385554
"1261",26011,"Arenac County",0.356,0.184857836
"1262",26013,"Baraga County",0.359,0.193383426
"1263",26015,"Barry County",0.372,0.159971026
"1264",26017,"Bay County",0.359,0.177918126
"1265",26019,"Benzie County",0.365,0.156819462
"1266",26021,"Berrien County",0.326,0.165930279
"1267",26023,"Branch County",0.38,0.184006195
"1268",26025,"Calhoun County",0.338,0.18792894
"1269",26027,"Cass County",0.398,0.164917185
"1270",26029,"Charlevoix County",0.349,0.154221528
"1271",26031,"Cheboygan County",0.303,0.175318429
"1272",26033,"Chippewa County",0.405,0.216106328
"1273",26035,"Clare County",0.373,0.202247855
"1274",26037,"Clinton County",0.341,0.15278115
"1275",26039,"Crawford County",0.324,0.17845258
"1276",26041,"Delta County",0.358,0.173991833
"1277",26043,"Dickinson County",0.244,0.177683811
"1278",26045,"Eaton County",0.37,0.171766355
"1279",26047,"Emmet County",0.273,0.165290755
"1280",26049,"Genesee County",0.349,0.189868878
"1281",26051,"Gladwin County",0.425,0.176913312
"1282",26053,"Gogebic County",0.312,0.194212072
"1283",26055,"Grand Traverse County",0.309,0.171784883
"1284",26057,"Gratiot County",0.378,0.198229122
"1285",26059,"Hillsdale County",0.386,0.185874179
"1286",26061,"Houghton County",0.313,0.185452658
"1287",26063,"Huron County",0.342,0.16020265
"1288",26065,"Ingham County",0.315,0.177511051
"1289",26067,"Ionia County",0.348,0.181675454
"1290",26069,"Iosco County",0.305,0.169723819
"1291",26071,"Iron County",0.275,0.167290662
"1292",26073,"Isabella County",0.334,0.199292835
"1293",26075,"Jackson County",0.362,0.193256376
"1294",26077,"Kalamazoo County",0.314,0.180014107
"1295",26079,"Kalkaska County",0.344,0.186235637
"1296",26081,"Kent County",0.296,0.150520055
"1297",26083,"Keweenaw County",0.285,0.159959985
"1298",26085,"Lake County",0.274,0.204403238
"1299",26087,"Lapeer County",0.335,0.163859935
"1300",26089,"Leelanau County",0.277,0.135792685
"1301",26091,"Lenawee County",0.399,0.171145907
"1302",26093,"Livingston County",0.276,0.137529363
"1303",26095,"Luce County",0.307,0.19919707
"1304",26097,"Mackinac County",0.349,0.187889624
"1305",26099,"Macomb County",0.321,0.185580962
"1306",26101,"Manistee County",0.3,0.161366345
"1307",26103,"Marquette County",0.357,0.173155782
"1308",26105,"Mason County",0.283,0.176442921
"1309",26107,"Mecosta County",0.34,0.188335299
"1310",26109,"Menominee County",0.309,0.173902704
"1311",26111,"Midland County",0.38,0.154545974
"1312",26113,"Missaukee County",0.373,0.179888708
"1313",26115,"Monroe County",0.375,0.166069965
"1314",26117,"Montcalm County",0.359,0.196621177
"1315",26119,"Montmorency County",0.357,0.166224844
"1316",26121,"Muskegon County",0.355,0.197675499
"1317",26123,"Newaygo County",0.347,0.190653904
"1318",26125,"Oakland County",0.247,0.123082661
"1319",26127,"Oceana County",0.307,0.184172342
"1320",26129,"Ogemaw County",0.387,0.19055922
"1321",26131,"Ontonagon County",0.303,0.166372644
"1322",26133,"Osceola County",0.403,0.192212738
"1323",26135,"Oscoda County",0.387,0.173386602
"1324",26137,"Otsego County",0.274,0.175754003
"1325",26139,"Ottawa County",0.272,0.136356322
"1326",26141,"Presque Isle County",0.333,0.160085103
"1327",26143,"Roscommon County",0.342,0.172712856
"1328",26145,"Saginaw County",0.373,0.182097338
"1329",26147,"St. Clair County",0.335,0.181486962
"1330",26149,"St. Joseph County",0.335,0.18468938
"1331",26151,"Sanilac County",0.326,0.178973392
"1332",26153,"Schoolcraft County",0.289,0.18770697
"1333",26155,"Shiawassee County",0.381,0.178803876
"1334",26157,"Tuscola County",0.306,0.181913166
"1335",26159,"Van Buren County",0.336,0.184572197
"1336",26161,"Washtenaw County",0.245,0.121313928
"1337",26163,"Wayne County",0.347,0.210555297
"1338",26165,"Wexford County",0.363,0.194516241
"1339",27000,"Minnesota",0.279,0.145136332
"1340",27001,"Aitkin County",0.295,0.151717586
"1341",27003,"Anoka County",0.304,0.145206919
"1342",27005,"Becker County",0.3,0.166233173
"1343",27007,"Beltrami County",0.338,0.194206641
"1344",27009,"Benton County",0.304,0.168366963
"1345",27011,"Big Stone County",0.345,0.14600115
"1346",27013,"Blue Earth County",0.334,0.159741063
"1347",27015,"Brown County",0.327,0.126288247
"1348",27017,"Carlton County",0.304,0.195869573
"1349",27019,"Carver County",0.239,0.118057499
"1350",27021,"Cass County",0.308,0.164792704
"1351",27023,"Chippewa County",0.339,0.154172239
"1352",27025,"Chisago County",0.29,0.146228011
"1353",27027,"Clay County",0.281,0.15475028
"1354",27029,"Clearwater County",0.307,0.189872536
"1355",27031,"Cook County",0.219,0.154575451
"1356",27033,"Cottonwood County",0.352,0.144363975
"1357",27035,"Crow Wing County",0.295,0.174046652
"1358",27037,"Dakota County",0.285,0.137814996
"1359",27039,"Dodge County",0.369,0.138789348
"1360",27041,"Douglas County",0.328,0.133933032
"1361",27043,"Faribault County",0.327,0.144912738
"1362",27045,"Fillmore County",0.286,0.153549002
"1363",27047,"Freeborn County",0.357,0.15162871
"1364",27049,"Goodhue County",0.324,0.147697907
"1365",27051,"Grant County",0.331,0.15079529
"1366",27053,"Hennepin County",0.226,0.118895878
"1367",27055,"Houston County",0.289,0.139979621
"1368",27057,"Hubbard County",0.34,0.143722894
"1369",27059,"Isanti County",0.34,0.147654295
"1370",27061,"Itasca County",0.332,0.159274973
"1371",27063,"Jackson County",0.288,0.142401683
"1372",27065,"Kanabec County",0.332,0.17718065
"1373",27067,"Kandiyohi County",0.279,0.154758048
"1374",27069,"Kittson County",0.3,0.149799726
"1375",27071,"Koochiching County",0.288,0.163817053
"1376",27073,"Lac qui Parle County",0.351,0.133932192
"1377",27075,"Lake County",0.275,0.138046363
"1378",27077,"Lake of the Woods County",0.292,0.147034041
"1379",27079,"Le Sueur County",0.348,0.136778955
"1380",27081,"Lincoln County",0.282,0.138187284
"1381",27083,"Lyon County",0.313,0.145065236
"1382",27085,"McLeod County",0.349,0.137441704
"1383",27087,"Mahnomen County",0.387,0.251768037
"1384",27089,"Marshall County",0.381,0.139132098
"1385",27091,"Martin County",0.324,0.137448209
"1386",27093,"Meeker County",0.329,0.141381133
"1387",27095,"Mille Lacs County",0.307,0.180195591
"1388",27097,"Morrison County",0.324,0.153534819
"1389",27099,"Mower County",0.316,0.151497413
"1390",27101,"Murray County",0.324,0.138012392
"1391",27103,"Nicollet County",0.278,0.13856251
"1392",27105,"Nobles County",0.334,0.144365137
"1393",27107,"Norman County",0.36,0.15132005
"1394",27109,"Olmsted County",0.271,0.121302382
"1395",27111,"Otter Tail County",0.312,0.129704137
"1396",27113,"Pennington County",0.265,0.144380972
"1397",27115,"Pine County",0.35,0.201172356
"1398",27117,"Pipestone County",0.317,0.152140506
"1399",27119,"Polk County",0.394,0.151962094
"1400",27121,"Pope County",0.306,0.140690254
"1401",27123,"Ramsey County",0.262,0.136492986
"1402",27125,"Red Lake County",0.367,0.145539093
"1403",27127,"Redwood County",0.347,0.15041295
"1404",27129,"Renville County",0.34,0.143506153
"1405",27131,"Rice County",0.261,0.147148531
"1406",27133,"Rock County",0.247,0.141737018
"1407",27135,"Roseau County",0.349,0.150749729
"1408",27137,"St. Louis County",0.283,0.167153828
"1409",27139,"Scott County",0.293,0.120519362
"1410",27141,"Sherburne County",0.302,0.151454505
"1411",27143,"Sibley County",0.393,0.140991588
"1412",27145,"Stearns County",0.289,0.146319642
"1413",27147,"Steele County",0.313,0.141695177
"1414",27149,"Stevens County",0.313,0.143237802
"1415",27151,"Swift County",0.375,0.152111261
"1416",27153,"Todd County",0.371,0.145563027
"1417",27155,"Traverse County",0.326,0.145577589
"1418",27157,"Wabasha County",0.365,0.140451027
"1419",27159,"Wadena County",0.343,0.159846772
"1420",27161,"Waseca County",0.327,0.146976209
"1421",27163,"Washington County",0.248,0.113094167
"1422",27165,"Watonwan County",0.317,0.153271793
"1423",27167,"Wilkin County",0.298,0.147791683
"1424",27169,"Winona County",0.295,0.149401943
"1425",27171,"Wright County",0.318,0.147116
"1426",27173,"Yellow Medicine County",0.353,0.151638884
"1427",28000,"Mississippi",0.368,0.221863977
"1428",28001,"Adams County",0.353,0.222061618
"1429",28003,"Alcorn County",0.353,0.190248416
"1430",28005,"Amite County",0.399,0.186933355
"1431",28007,"Attala County",0.373,0.193849171
"1432",28009,"Benton County",0.399,0.183302489
"1433",28011,"Bolivar County",0.391,0.247468144
"1434",28013,"Calhoun County",0.383,0.198872596
"1435",28015,"Carroll County",0.344,0.156293409
"1436",28017,"Chickasaw County",0.453,0.208081727
"1437",28019,"Choctaw County",0.377,0.188134501
"1438",28021,"Claiborne County",0.41,0.254752413
"1439",28023,"Clarke County",0.287,0.17508456
"1440",28025,"Clay County",0.395,0.214774395
"1441",28027,"Coahoma County",0.424,0.253588608
"1442",28029,"Copiah County",0.392,0.195827357
"1443",28031,"Covington County",0.375,0.20178168
"1444",28033,"DeSoto County",0.353,0.153171708
"1445",28035,"Forrest County",0.313,0.187297598
"1446",28037,"Franklin County",0.32,0.183149358
"1447",28039,"George County",0.388,0.171820694
"1448",28041,"Greene County",0.365,0.16800456
"1449",28043,"Grenada County",0.415,0.198086791
"1450",28045,"Hancock County",0.337,0.184044017
"1451",28047,"Harrison County",0.339,0.216786305
"1452",28049,"Hinds County",0.372,0.188541596
"1453",28051,"Holmes County",0.463,0.277752532
"1454",28053,"Humphreys County",0.463,0.256683524
"1455",28055,"Issaquena County",0.271,0.272238549
"1456",28057,"Itawamba County",0.337,0.190503221
"1457",28059,"Jackson County",0.329,0.191933712
"1458",28061,"Jasper County",0.454,0.19368615
"1459",28063,"Jefferson County",0.537,0.265380286
"1460",28065,"Jefferson Davis County",0.404,0.245776565
"1461",28067,"Jones County",0.397,0.188023588
"1462",28069,"Kemper County",0.386,0.227128172
"1463",28071,"Lafayette County",0.321,0.17590891
"1464",28073,"Lamar County",0.339,0.168833573
"1465",28075,"Lauderdale County",0.358,0.197761402
"1466",28077,"Lawrence County",0.339,0.195838389
"1467",28079,"Leake County",0.404,0.211860763
"1468",28081,"Lee County",0.309,0.184942652
"1469",28083,"Leflore County",0.371,0.23927845
"1470",28085,"Lincoln County",0.394,0.201568532
"1471",28087,"Lowndes County",0.367,0.173252801
"1472",28089,"Madison County",0.364,0.14729056
"1473",28091,"Marion County",0.359,0.198842414
"1474",28093,"Marshall County",0.437,0.185668973
"1475",28095,"Monroe County",0.363,0.184611209
"1476",28097,"Montgomery County",0.379,0.189710234
"1477",28099,"Neshoba County",0.428,0.222158378
"1478",28101,"Newton County",0.343,0.199702845
"1479",28103,"Noxubee County",0.423,0.218368748
"1480",28105,"Oktibbeha County",0.336,0.190588666
"1481",28107,"Panola County",0.338,0.213934589
"1482",28109,"Pearl River County",0.382,0.187422181
"1483",28111,"Perry County",0.336,0.20469624
"1484",28113,"Pike County",0.337,0.226108958
"1485",28115,"Pontotoc County",0.35,0.183134258
"1486",28117,"Prentiss County",0.323,0.211429358
"1487",28119,"Quitman County",0.42,0.260046533
"1488",28121,"Rankin County",0.354,0.155965272
"1489",28123,"Scott County",0.486,0.214721434
"1490",28125,"Sharkey County",0.498,0.235165183
"1491",28127,"Simpson County",0.441,0.20590207
"1492",28129,"Smith County",0.375,0.182393117
"1493",28131,"Stone County",0.409,0.175427917
"1494",28133,"Sunflower County",0.504,0.245066482
"1495",28135,"Tallahatchie County",0.441,0.222930696
"1496",28137,"Tate County",0.368,0.176952521
"1497",28139,"Tippah County",0.4,0.192727017
"1498",28141,"Tishomingo County",0.377,0.184076041
"1499",28143,"Tunica County",0.403,0.224765597
"1500",28145,"Union County",0.398,0.172686855
"1501",28147,"Walthall County",0.366,0.200337451
"1502",28149,"Warren County",0.358,0.204331714
"1503",28151,"Washington County",0.434,0.205155376
"1504",28153,"Wayne County",0.424,0.191871256
"1505",28155,"Webster County",0.334,0.191252382
"1506",28157,"Wilkinson County",0.376,0.245319756
"1507",28159,"Winston County",0.391,0.2029698
"1508",28161,"Yalobusha County",0.332,0.20193569
"1509",28163,"Yazoo County",0.412,0.245096455
"1510",29000,"Missouri",0.322,0.207749929
"1511",29001,"Adair County",0.279,0.205288432
"1512",29003,"Andrew County",0.319,0.182337232
"1513",29005,"Atchison County",0.39,0.179247064
"1514",29007,"Audrain County",0.351,0.206655446
"1515",29009,"Barry County",0.381,0.215144339
"1516",29011,"Barton County",0.259,0.203953208
"1517",29013,"Bates County",0.365,0.199353647
"1518",29015,"Benton County",0.335,0.195004353
"1519",29017,"Bollinger County",0.324,0.206704198
"1520",29019,"Boone County",0.26,0.185209992
"1521",29021,"Buchanan County",0.383,0.218268767
"1522",29023,"Butler County",0.375,0.22404305
"1523",29025,"Caldwell County",0.327,0.204741051
"1524",29027,"Callaway County",0.372,0.181710428
"1525",29029,"Camden County",0.233,0.176502198
"1526",29031,"Cape Girardeau County",0.319,0.18286987
"1527",29033,"Carroll County",0.376,0.198572642
"1528",29035,"Carter County",0.278,0.208228005
"1529",29037,"Cass County",0.366,0.168590627
"1530",29039,"Cedar County",0.338,0.225192503
"1531",29041,"Chariton County",0.294,0.194292297
"1532",29043,"Christian County",0.314,0.185155986
"1533",29045,"Clark County",0.296,0.201257492
"1534",29047,"Clay County",0.333,0.158950928
"1535",29049,"Clinton County",0.332,0.184600777
"1536",29051,"Cole County",0.356,0.181544757
"1537",29053,"Cooper County",0.341,0.193478656
"1538",29055,"Crawford County",0.403,0.229199491
"1539",29057,"Dade County",0.341,0.213174664
"1540",29059,"Dallas County",0.329,0.204100619
"1541",29061,"Daviess County",0.454,0.203743498
"1542",29063,"DeKalb County",0.369,0.203700003
"1543",29065,"Dent County",0.222,0.22088573
"1544",29067,"Douglas County",0.306,0.22186457
"1545",29069,"Dunklin County",0.411,0.257673533
"1546",29071,"Franklin County",0.333,0.18658497
"1547",29073,"Gasconade County",0.311,0.184520251
"1548",29075,"Gentry County",0.291,0.189935196
"1549",29077,"Greene County",0.328,0.195064008
"1550",29079,"Grundy County",0.338,0.198574535
"1551",29081,"Harrison County",0.317,0.20914508
"1552",29083,"Henry County",0.313,0.2060382
"1553",29085,"Hickory County",0.326,0.204170936
"1554",29087,"Holt County",0.293,0.186509246
"1555",29089,"Howard County",0.337,0.196286555
"1556",29091,"Howell County",0.37,0.218954589
"1557",29093,"Iron County",0.259,0.2200097
"1558",29095,"Jackson County",0.321,0.200515869
"1559",29097,"Jasper County",0.388,0.191765551
"1560",29099,"Jefferson County",0.327,0.188276909
"1561",29101,"Johnson County",0.336,0.200021529
"1562",29103,"Knox County",0.351,0.193814061
"1563",29105,"Laclede County",0.313,0.218733658
"1564",29107,"Lafayette County",0.322,0.186672914
"1565",29109,"Lawrence County",0.329,0.211251145
"1566",29111,"Lewis County",0.334,0.196194688
"1567",29113,"Lincoln County",0.367,0.206029638
"1568",29115,"Linn County",0.333,0.204467912
"1569",29117,"Livingston County",0.423,0.197538371
"1570",29119,"McDonald County",0.3,0.230423737
"1571",29121,"Macon County",0.345,0.196334503
"1572",29123,"Madison County",0.354,0.217678679
"1573",29125,"Maries County",0.357,0.198907019
"1574",29127,"Marion County",0.36,0.20395535
"1575",29129,"Mercer County",0.241,0.201363676
"1576",29131,"Miller County",0.389,0.202777838
"1577",29133,"Mississippi County",0.382,0.27050968
"1578",29135,"Moniteau County",0.422,0.185745346
"1579",29137,"Monroe County",0.308,0.180639326
"1580",29139,"Montgomery County",0.274,0.207308415
"1581",29141,"Morgan County",0.351,0.21781675
"1582",29143,"New Madrid County",0.358,0.252281602
"1583",29145,"Newton County",0.29,0.201383502
"1584",29147,"Nodaway County",0.351,0.201042477
"1585",29149,"Oregon County",0.306,0.216316212
"1586",29151,"Osage County",0.292,0.174478012
"1587",29153,"Ozark County",0.241,0.223793739
"1588",29155,"Pemiscot County",0.363,0.250155029
"1589",29157,"Perry County",0.374,0.19178803
"1590",29159,"Pettis County",0.37,0.215526395
"1591",29161,"Phelps County",0.351,0.202875632
"1592",29163,"Pike County",0.372,0.211831108
"1593",29165,"Platte County",0.3,0.179884139
"1594",29167,"Polk County",0.382,0.207425614
"1595",29169,"Pulaski County",0.324,0.202416886
"1596",29171,"Putnam County",0.289,0.216042932
"1597",29173,"Ralls County",0.303,0.185058596
"1598",29175,"Randolph County",0.404,0.215932194
"1599",29177,"Ray County",0.351,0.195083382
"1600",29179,"Reynolds County",0.316,0.205913665
"1601",29181,"Ripley County",0.364,0.238536239
"1602",29183,"St. Charles County",0.298,0.161292248
"1603",29185,"St. Clair County",0.367,0.207671741
"1604",29186,"Ste. Genevieve County",0.347,0.193701522
"1605",29187,"St. Francois County",0.386,0.222008186
"1606",29189,"St. Louis County",0.279,0.157137341
"1607",29195,"Saline County",0.358,0.202765079
"1608",29197,"Schuyler County",0.309,0.205777961
"1609",29199,"Scotland County",0.321,0.211197345
"1610",29201,"Scott County",0.355,0.224064118
"1611",29203,"Shannon County",0.349,0.237552642
"1612",29205,"Shelby County",0.287,0.193611201
"1613",29207,"Stoddard County",0.356,0.210735214
"1614",29209,"Stone County",0.311,0.185135329
"1615",29211,"Sullivan County",0.308,0.198430181
"1616",29213,"Taney County",0.288,0.207765283
"1617",29215,"Texas County",0.31,0.229218501
"1618",29217,"Vernon County",0.281,0.205968148
"1619",29219,"Warren County",0.361,0.195276006
"1620",29221,"Washington County",0.314,0.222617362
"1621",29223,"Wayne County",0.339,0.235635654
"1622",29225,"Webster County",0.275,0.22363147
"1623",29227,"Worth County",0.254,0.190133469
"1624",29229,"Wright County",0.292,0.248278086
"1625",29510,"St. Louis city",0.344,0.246012342
"1626",30000,"Montana",0.258,0.17158147
"1627",30001,"Beaverhead County",0.267,0.146122035
"1628",30003,"Big Horn County",0.379,0.289364429
"1629",30005,"Blaine County",0.391,0.260420429
"1630",30007,"Broadwater County",0.34,0.152870361
"1631",30009,"Carbon County",0.275,0.144067296
"1632",30011,"Carter County",0.335,0.144573029
"1633",30013,"Cascade County",0.273,0.168357085
"1634",30015,"Chouteau County",0.289,0.194598583
"1635",30017,"Custer County",0.328,0.152007448
"1636",30019,"Daniels County",0.268,0.134217969
"1637",30021,"Dawson County",0.29,0.144548862
"1638",30023,"Deer Lodge County",0.287,0.187662957
"1639",30025,"Fallon County",0.351,0.134998677
"1640",30027,"Fergus County",0.308,0.146499754
"1641",30029,"Flathead County",0.219,0.158335794
"1642",30031,"Gallatin County",0.17,0.143726809
"1643",30033,"Garfield County",0.269,0.146898036
"1644",30035,"Glacier County",0.369,0.305919138
"1645",30037,"Golden Valley County",0.262,0.155408021
"1646",30039,"Granite County",0.231,0.141929136
"1647",30041,"Hill County",0.381,0.229134416
"1648",30043,"Jefferson County",0.265,0.145193676
"1649",30045,"Judith Basin County",0.312,0.149812514
"1650",30047,"Lake County",0.29,0.195253871
"1651",30049,"Lewis and Clark County",0.267,0.141402164
"1652",30051,"Liberty County",0.351,0.145263184
"1653",30053,"Lincoln County",0.263,0.161327283
"1654",30055,"McCone County",0.248,0.132731837
"1655",30057,"Madison County",0.241,0.138479495
"1656",30059,"Meagher County",0.259,0.169798715
"1657",30061,"Mineral County",0.277,0.177919838
"1658",30063,"Missoula County",0.222,0.169768986
"1659",30065,"Musselshell County",0.28,0.178096845
"1660",30067,"Park County",0.243,0.140840428
"1661",30069,"Petroleum County",0.27,0.147148955
"1662",30071,"Phillips County",0.348,0.176896185
"1663",30073,"Pondera County",0.349,0.189855713
"1664",30075,"Powder River County",0.268,0.154883705
"1665",30077,"Powell County",0.316,0.178867858
"1666",30079,"Prairie County",0.349,0.131716558
"1667",30081,"Ravalli County",0.265,0.153273634
"1668",30083,"Richland County",0.309,0.14070015
"1669",30085,"Roosevelt County",0.352,0.311958458
"1670",30087,"Rosebud County",0.319,0.209961925
"1671",30089,"Sanders County",0.248,0.183769307
"1672",30091,"Sheridan County",0.379,0.145100907
"1673",30093,"Silver Bow County",0.252,0.173625665
"1674",30095,"Stillwater County",0.251,0.134488082
"1675",30097,"Sweet Grass County",0.28,0.139520565
"1676",30099,"Teton County",0.243,0.148878967
"1677",30101,"Toole County",0.259,0.176224944
"1678",30103,"Treasure County",0.33,0.162850147
"1679",30105,"Valley County",0.306,0.160346405
"1680",30107,"Wheatland County",0.321,0.17482516
"1681",30109,"Wibaux County",0.303,0.162306524
"1682",30111,"Yellowstone County",0.268,0.161889827
"1683",31000,"Nebraska",0.322,0.153941173
"1684",31001,"Adams County",0.367,0.145970646
"1685",31003,"Antelope County",0.325,0.142016729
"1686",31005,"Arthur County",0.345,0.146528934
"1687",31007,"Banner County",0.288,0.14566528
"1688",31009,"Blaine County",0.35,0.131494539
"1689",31011,"Boone County",0.333,0.138790669
"1690",31013,"Box Butte County",0.361,0.155101911
"1691",31015,"Boyd County",0.362,0.133162569
"1692",31017,"Brown County",0.385,0.156256143
"1693",31019,"Buffalo County",0.295,0.147966083
"1694",31021,"Burt County",0.36,0.170317836
"1695",31023,"Butler County",0.337,0.136482121
"1696",31025,"Cass County",0.398,0.155877308
"1697",31027,"Cedar County",0.364,0.126355095
"1698",31029,"Chase County",0.322,0.144158679
"1699",31031,"Cherry County",0.275,0.143474681
"1700",31033,"Cheyenne County",0.293,0.139594029
"1701",31035,"Clay County",0.352,0.1478798
"1702",31037,"Colfax County",0.316,0.148788077
"1703",31039,"Cuming County",0.355,0.130684754
"1704",31041,"Custer County",0.36,0.147991823
"1705",31043,"Dakota County",0.386,0.168922035
"1706",31045,"Dawes County",0.28,0.14954955
"1707",31047,"Dawson County",0.356,0.139574911
"1708",31049,"Deuel County",0.355,0.139496207
"1709",31051,"Dixon County",0.359,0.130838361
"1710",31053,"Dodge County",0.352,0.173990073
"1711",31055,"Douglas County",0.301,0.158936135
"1712",31057,"Dundy County",0.345,0.156888851
"1713",31059,"Fillmore County",0.324,0.13777127
"1714",31061,"Franklin County",0.303,0.147157144
"1715",31063,"Frontier County",0.435,0.138520926
"1716",31065,"Furnas County",0.341,0.155328194
"1717",31067,"Gage County",0.386,0.145945653
"1718",31069,"Garden County",0.289,0.142614316
"1719",31071,"Garfield County",0.275,0.13341987
"1720",31073,"Gosper County",0.252,0.122879039
"1721",31075,"Grant County",0.334,0.163989857
"1722",31077,"Greeley County",0.384,0.132697392
"1723",31079,"Hall County",0.349,0.157188019
"1724",31081,"Hamilton County",0.306,0.125397834
"1725",31083,"Harlan County",0.347,0.150388381
"1726",31085,"Hayes County",0.253,0.141542924
"1727",31087,"Hitchcock County",0.377,0.161058218
"1728",31089,"Holt County",0.32,0.134454439
"1729",31091,"Hooker County",0.266,0.130017265
"1730",31093,"Howard County",0.373,0.148096562
"1731",31095,"Jefferson County",0.366,0.154484459
"1732",31097,"Johnson County",0.365,0.158611278
"1733",31099,"Kearney County",0.374,0.149226634
"1734",31101,"Keith County",0.301,0.151070057
"1735",31103,"Keya Paha County",0.299,0.118510422
"1736",31105,"Kimball County",0.386,0.151400604
"1737",31107,"Knox County",0.32,0.134870889
"1738",31109,"Lancaster County",0.287,0.128992214
"1739",31111,"Lincoln County",0.372,0.158189144
"1740",31113,"Logan County",0.349,0.14658608
"1741",31115,"Loup County",0.306,0.130558022
"1742",31117,"McPherson County",0.268,0.142861517
"1743",31119,"Madison County",0.342,0.15489283
"1744",31121,"Merrick County",0.383,0.155508753
"1745",31123,"Morrill County",0.377,0.145933052
"1746",31125,"Nance County",0.307,0.151350387
"1747",31127,"Nemaha County",0.386,0.147004314
"1748",31129,"Nuckolls County",0.344,0.141894458
"1749",31131,"Otoe County",0.397,0.137629247
"1750",31133,"Pawnee County",0.329,0.152986518
"1751",31135,"Perkins County",0.256,0.120693396
"1752",31137,"Phelps County",0.368,0.133823626
"1753",31139,"Pierce County",0.323,0.145828616
"1754",31141,"Platte County",0.358,0.148986976
"1755",31143,"Polk County",0.352,0.136016965
"1756",31145,"Red Willow County",0.349,0.156249225
"1757",31147,"Richardson County",0.363,0.168102283
"1758",31149,"Rock County",0.347,0.131827291
"1759",31151,"Saline County",0.366,0.154705898
"1760",31153,"Sarpy County",0.326,0.129734446
"1761",31155,"Saunders County",0.345,0.140442478
"1762",31157,"Scotts Bluff County",0.355,0.182033604
"1763",31159,"Seward County",0.314,0.135825896
"1764",31161,"Sheridan County",0.319,0.162492126
"1765",31163,"Sherman County",0.357,0.140056948
"1766",31165,"Sioux County",0.232,0.141445113
"1767",31167,"Stanton County",0.381,0.140690331
"1768",31169,"Thayer County",0.33,0.134667715
"1769",31171,"Thomas County",0.274,0.137650472
